,name,description,rating,best_rating,rating_count,genre,for_family,producer,director,country,time,date
1302,Москва слезам не верит,"Три девушки переезжают в Москву в поисках любви, дружбы и успеха. Советский хит, отмеченный «Оскаром». Смотрите онлайн на Кинопоиске.",8.41,10.0,508457.0,"['мелодрама', 'драма', 'комедия']",True,,,['СССР'],150,1979
1303,Красная Шапочка,"Спасая свой город от волков, Красная Шапочка должна будет раскрыть тайну исчезновения своего отца Волкобоя, взглянуть своим страхам в глаза и найти своё предназначение.",4.434,10.0,9087.0,"['фэнтези', 'приключения', 'семейный']",True,,,['Россия'],96,2022
1304,Марсианин,"Инженер-биолог пытается выжить на Марсе, ожидая помощи с Земли. Научно-фантастический блокбастер Ридли Скотта. Смотрите онлайн на Кинопоиске.",7.743,10.0,546112.0,"['фантастика', 'приключения']",True,Ховард Эллис,Ридли Скотт,"['США', 'Великобритания', 'Венгрия', 'Иордания']",144,2015
1305,Дневник Бриджит Джонс,"Одинокая журналистка из Лондона решает изменить свою жизнь. Культовое кино, открывшее эру человечных ромкомов. Смотрите онлайн на Кинопоиске.",7.463,10.0,184046.0,"['комедия', 'мелодрама', 'драма']",True,Тим Беван,Шэрон Магуайр,"['Великобритания', 'Франция', 'США']",97,2001
1306,Убийство в Восточном экспрессе,"Пуаро ищет того, кто жестко расправился с американским гангстером. Экранизация Агаты Кристи с мощным кастом. Смотрите онлайн на Кинопоиске.",6.859,10.0,278654.0,"['детектив', 'криминал', 'драма']",True,Уинстон Аццопарди,Кеннет Брана,"['США', 'Мальта', 'Великобритания']",114,2017
1307,Тор,Гордый воин Асгарда адаптируется к земной жизни. Крис Хемсворт в дебютном сольном фильме о супергерое Marvel. Смотрите онлайн на Кинопоиске.,7.091,10.0,401843.0,"['фантастика', 'боевик', 'фэнтези', 'приключения']",True,Кевин Файги,Кеннет Брана,['США'],110,2011
1308,Звоните Джейн,Тайная организация помогает женщинам делать аборты в Америке 1960-х. Драма о праве на выбор с Сигурни Уивер. Смотрите онлайн на Кинопоиске.,6.995,10.0,1006.0,"['драма', 'история']",False,Робби Бреннер,Филлис Наж,['США'],121,2021
1309,Пиноккио Гильермо дель Торо,"История про деревянную куклу, которая превращается в настоящего мальчика.",,,,"['мультфильм', 'мюзикл', 'фэнтези', 'драма', 'семейный']",True,Александр Балкли,Гильермо дель Торо,"['США', 'Мексика', 'Франция']",117,2022
1310,Бэтмен: Начало,Миллиардер дает бой несправедливости. История супергероя без сверхспособностей глазами Кристофера Нолана. Смотрите онлайн на Кинопоиске.,7.927,10.0,330336.0,"['боевик', 'фантастика', 'приключения', 'драма']",True,Ларри Дж. Франко,Кристофер Нолан,"['США', 'Великобритания']",140,2005
1311,Один день,"После одной ночи вместе они встречаются каждый год 15 июля. Мелодрама о чувствах, пронесенных сквозь время. Смотрите онлайн на Кинопоиске.",7.764,10.0,163350.0,"['драма', 'мелодрама']",True,Нина Джейкобсон,Лоне Шерфиг,"['США', 'Великобритания']",103,2011
1312,Помнить,"На пальцах 80-летнего старика с болезнью Альцгеймера вытатуированы имена. Это имена людей, которых он считает виновными в гибели своей семьи во времена японской оккупации. Вместе с молодым напарником он отправляется в путешествие, цель которого — убить виновных одного за другим.",,,,"['драма', 'триллер']",False,,Ли Иль-хён,['Корея Южная'],128,2022
1313,Базз Лайтер,История приключений легендарного космического рейнджера Базза Лайтера.,6.444,10.0,14690.0,"['мультфильм', 'фантастика', 'боевик', 'драма', 'приключения', 'семейный']",,Пит Доктер,Энгус МакЛэйн,['США'],100,2022
1314,Семейка Аддамс,"Папа любит долгие прогулки в ненастную погоду. Мама считает, что черный цвет самый яркий. У детей кладбище – любимая площадка для игр. Бабушка выпивает пару капель яда перед сном. Вы все еще думаете, что ваши родственники странные? Знакомьтесь – семейка Аддамс.",6.56,10.0,142156.0,"['мультфильм', 'ужасы', 'фэнтези', 'комедия', 'семейный']",True,Гэйл Берман,Грег Тирнан,"['США', 'Канада']",86,2019
1315,Чужой,Группа космонавтов высаживается на неизвестной планете и знакомится с ксеноморфом. Шедевр Ридли Скотта. Смотрите онлайн на Кинопоиске.,8.07,10.0,265669.0,"['ужасы', 'фантастика', 'триллер']",True,Гордон Кэрролл,Ридли Скотт,"['Великобритания', 'США']",116,1979
1316,Всегда говори «ДА»,"Депрессивный главный герой всегда и всем говорил «нет» — например, друзьям, если они зовут куда-то. Но в один прекрасный день он заключает соглашение, по которому всегда должен отвечать «Да» на любое предложение...",7.809,10.0,311603.0,['комедия'],True,Брюс Берман,Пейтон Рид,"['США', 'Великобритания']",104,2008
1317,Король Лев,"Львенок Симба бросает вызов дяде-убийце. Величественный саундтрек, рисованная анимация и шекспировский размах. Смотрите онлайн на Кинопоиске.",8.773,10.0,606049.0,"['мультфильм', 'мюзикл', 'драма', 'приключения', 'семейный']",True,Дон Хан,Роджер Аллерс,['США'],88,1994
1318,CODA: Ребенок глухих родителей,"Глостер, штат Массачусетс. Семья глухих ведет рыболовный бизнес. 17-летняя Руби — единственный слышащий член семьи — помогает глухим родителям и брату в рыбной ловле. В школе она присоединяется к местному хору, где понимает, что любит петь. Руководитель хора убеждает её подумать о музыкальной школе, и теперь девушка вынуждена выбирать между семьей и новой мечтой.",8.013,10.0,36468.0,"['драма', 'комедия', 'музыка']",,Фабрис Джанферми,Шан Хейдер,"['Франция', 'Канада', 'США']",111,2020
1319,Мой сосед Тоторо,"Сестренки знакомятся с обаятельным духом леса. История о вере в чудо, ставшая визитной карточкой студии Ghibli. Смотрите онлайн на Кинопоиске.",8.21,10.0,180279.0,"['аниме', 'мультфильм', 'фэнтези', 'приключения', 'семейный']",True,Тору Хара,Хаяо Миядзаки,['Япония'],86,1988
1320,Гран Торино,"Вышедший на пенсию автомеханик Уолт Ковальски проводит дни, починяя что-то по дому, попивая пиво и раз в месяц заходя к парикмахеру. И хотя последним желанием его недавно почившей жены было совершение им исповеди, Уолту – ожесточившемуся ветерану Корейской войны, всегда держащему свою винтовку наготове, – признаваться в общем-то не в чем. Да и нет того, кому он доверял бы в той полной мере, в какой доверяет своей собаке Дейзи.

Все те люди, коих он некогда называл своими соседями, либо переехали, либо ушли в мир иной, а на смену им пришли иммигранты, которых он откровенно презирает. Противясь буквально всему, во что упирается его взгляд, – покосившиеся карнизы, заросшие лужайки домов и лица иностранцев повсюду; бесцельно шатающиеся шайки подростков, состоящие из хмонгов, латиносов и афро-американцев, полагающих, что окрестный мир целиком принадлежит им одним; неоперившиеся чужаки, в которых оказалось превратились собственные дети и внуки, – Уолт просто неспешно проживает остаток своей жизни.

До той самой ночи, когда кто-то попытается украсть его «Гран Торино»...",8.144,10.0,286800.0,['драма'],True,Билл Гербер,Клинт Иствуд,"['США', 'Германия']",116,2008
1321,С широко закрытыми глазами,"Билл и Элис Харфорд — супружеская пара, производящая впечатление счастливых людей, живущих размеренной жизнью в полном достатке. Но за фасадом идеальных отношений скрываются потоки ревности, неудовлетворенности, тайных желаний и жажды чего-то запредельного. 

Первый шаг делает Элис, рассказывая мужу о своих фантазиях. Терзаемый ревностью Билл идет дальше, выходя за рамки мыслей и слов. Он наяву отправляется в пьянящую сексуальную одиссею, ведомый соблазном и щекочущими нервы переживаниями.",7.535,10.0,110595.0,"['триллер', 'драма', 'детектив']",True,Стэнли Кубрик,Стэнли Кубрик,"['США', 'Великобритания']",159,1999
1322,Трудности перевода,"Токио, ночь, фешенебельный бар дорогого отеля. Спасаясь от бессонницы, здесь встречаются двое американцев: немолодой телеактер Боб Харрис и симпатичная девушка Шарлотта. Он снимается в японской рекламе виски, а она приехала вместе с мужем, оба - потерялись в этом незнакомом городе. ",7.223,10.0,91656.0,"['драма', 'мелодрама']",True,София Коппола,София Коппола,"['США', 'Япония']",102,2003
1323,Социальная сеть,"У студента Гарварда появляется идея, сулящая миллионы долларов. История создания Facebook от Дэвида Финчера. Смотрите онлайн на Кинопоиске.",7.73,10.0,294987.0,"['драма', 'биография']",True,Дэна Брунетти,Дэвид Финчер,['США'],120,2010
1324,Рок-н-рольщик,"Опасный мир коррупции и жизни криминальных отбросов Лондона, где недвижимость потеснила такого лидера торгового рынка как наркотики, а самыми активными предпринимателями стали преступные группировки. Но каждому, кто хочет проворачивать там свои дела, будь то мелкая сошка Раз-Два или русский теневой миллиардер Юрий Омович, придется сначала договориться с одним человеком – Ленни Коулом.",7.832,10.0,272152.0,"['криминал', 'боевик', 'триллер']",True,Стив Кларк-Холл,Гай Ричи,"['Великобритания', 'США']",114,2008
1325,Призрак в доспехах,"2029 год. Благодаря значительным достижениям в кибернетике люди могут заменять свои конечности роботизированными частями. Майор Мотоко Кусанаги из 9-го отдела службы безопасности ведёт расследование, связанное с таинственным хакером, который называет себя Кукловод.",7.974,10.0,57592.0,"['аниме', 'мультфильм', 'фантастика', 'боевик', 'детектив', 'криминал']",True,Мицухиса Исикава,Мамору Осии,['Япония'],82,1995
1326,Элвис,"История жизни и творческого пути короля рок-н-ролла Элвиса Пресли через призму сложных взаимоотношений с его одиозным менеджером, полковником Томом Паркером. Они работали вместе более 20 лет: от начала карьеры Элвиса до его небывалой славы.",7.245,10.0,12699.0,"['биография', 'музыка', 'драма']",True,Гэйл Берман,Баз Лурман,"['США', 'Австралия']",159,2022
1327,Мажор. Фильм,Настоящего героя не остановит даже пуля. Полнометражное продолжение громкого сериала с Павлом Прилучным. Смотрите онлайн на Кинопоиске.,6.725,10.0,343562.0,"['боевик', 'комедия']",True,,,['Россия'],98,2021
1328,Песнь моря,"Бен с сестрой спасают волшебный мир от гибели. Мультфильм Томма Мура, расцветающий на экране красивыми узорами. Смотрите онлайн на Кинопоиске.",8.171,10.0,89641.0,"['мультфильм', 'фэнтези', 'драма', 'приключения', 'семейный']",True,Мэри Коллери,Томм Мур,"['Ирландия', 'Дания', 'Бельгия', 'Франция']",93,2014
1329,Мальчик в полосатой пижаме,"Сын коменданта концлагеря заводит дружбу с юным пленником. Оглушительная драма, снятая по книжному бестселлеру. Смотрите онлайн на Кинопоиске.",8.179,10.0,275685.0,"['драма', 'военный', 'история']",True,Дэвид Хейман,Марк Херман,"['Великобритания', 'США']",94,2008
1330,Тачки,Гонщик-звезда застревает в глухом городке — и это переворачивает его жизнь. Хит Pixar о говорящих тачках. Смотрите онлайн на Кинопоиске.,7.492,10.0,338923.0,"['мультфильм', 'комедия', 'приключения', 'семейный', 'спорт']",True,Дарла К. Андерсон,Джон Лассетер,['США'],112,2006
1331,Аманат,Сын кавказского имама становится офицером русской армии. Военная драма по реальным событиям о долге и любви. Смотрите онлайн на Кинопоиске.,7.615,10.0,70116.0,"['биография', 'история', 'военный', 'драма']",True,,,['Россия'],120,2022
1332,Стражи Галактики: Праздничный спецвыпуск,"Стражи Галактики отмечают Рождество и отправляются на Землю, чтобы отыскать идеальный подарок для Питера Квилла.",,,,"['фантастика', 'фэнтези', 'боевик', 'комедия', 'приключения']",,Виктория Алонсо,Джеймс Ганн,['США'],,2022
1333,Служанка,Мошенница поступает на службу в богатый дом. Корейский эротический триллер о жажде мести от режиссера «Олдбоя». Смотрите онлайн на Кинопоиске.,7.642,10.0,105312.0,"['мелодрама', 'триллер', 'драма', 'история']",False,Мики Ли,Пак Чхан-ук,['Корея Южная'],144,2016
1334,Остров,"Вторая мировая война. Баржу, на которой Анатолий и его старший товарищ Тихон перевозят уголь, захватывает немецкий сторожевой корабль. Вымаливая пощаду у немцев, Анатолий совершает предательство – расстреливает Тихона. Немцы оставляют труса на заминированной барже, но благодаря помощи монахов, проживающих в монастыре на острове, ему удается выжить.

Проходят годы. Старца Анатолия почитают за праведную жизнь и поистине чудесную помощь, которую он оказывает приехавшим сюда людям. Однако страшный грех убийства, совершенный им во время войны, не дает ему покоя. Чувствуя приближение своей кончины, Анатолий готовится к смерти и пока не знает, что скоро будет прощен...",7.902,10.0,72567.0,['драма'],True,,,['Россия'],112,2006
1335,Век Адалин,"Вечно молодая Адалин встречает мужчину, ради которого готова состариться. Фантастическая драма с Блейк Лайвли. Смотрите онлайн на Кинопоиске.",7.696,10.0,293096.0,"['драма', 'мелодрама', 'фэнтези']",True,Сидни Киммел,Ли Толанд Кригер,"['США', 'Канада']",113,2015
1336,Ужасающий,"В ночь Хеллоуина клоун-маньяк терроризирует трёх девушек, а также всех, кто попадается ему на пути.",6.057,10.0,10892.0,['ужасы'],False,Фил Фальконе,Дэмиен Леоне,['США'],85,2016
1337,Мой домашний крокодил,"Семья Примм переезжает в Нью-Йорк, где выясняется, что в их доме на чердаке живёт поющий крокодил Лайл. Лайл помогает адаптироваться после переезда маленькому Джошу Примму. Но злобный сосед мистер Грампс хочет, чтобы зверя изолировали от людей.",6.45,10.0,307.0,"['мюзикл', 'семейный', 'комедия', 'фэнтези']",,Джош Гордон,Джош Гордон,['США'],106,2022
1338,Дорога перемен,Несчастливые супруги грезят переездом в Париж. Звездный дуэт в отрезвляющей драме об утраченных иллюзиях. Смотрите онлайн на Кинопоиске.,7.491,10.0,98842.0,"['драма', 'мелодрама']",True,Бобби Коэн,Сэм Мендес,"['США', 'Великобритания']",119,2008
1339,Нефть,Эпическая драма о циничном нефтянике. Второй «Оскар» Дэниэла Дэй-Льюиса за феноменальную актерскую работу. Смотрите онлайн на Кинопоиске.,7.813,10.0,116900.0,['драма'],True,Пол Томас Андерсон,Пол Томас Андерсон,['США'],158,2007
1340,Мгла,"Маленький городок накрывает сверхъестественный туман, отрезая людей от внешнего мира. Группе героев, оказавшихся в этот момент в супермаркете, приходится вступить в неравный бой с обитающими в тумане монстрами.",7.585,10.0,193148.0,"['ужасы', 'триллер', 'фантастика']",False,Фрэнк Дарабонт,Фрэнк Дарабонт,['США'],126,2007
1341,"Не грози южному централу, попивая сок у себя в квартале","Эш Трей переезжает к отцу, чтобы тот научил его быть мужчиной. Пародия на драмы об афроамериканских гетто. Смотрите онлайн на Кинопоиске.",7.211,10.0,171292.0,"['комедия', 'криминал']",False,Эрик Л. Голд,Пэрис Барклай,['США'],89,1995
1342,Малышка на миллион,Пожилой тренер делает из ученицы чемпионку по боксу. Жестокая романтика спортзалов — в драме Клинта Иствуда. Смотрите онлайн на Кинопоиске.,8.089,10.0,240499.0,"['драма', 'спорт']",True,Клинт Иствуд,Клинт Иствуд,['США'],132,2004
1343,Зачарованная,Принцесса из мультфильма попадает в реальный Нью-Йорк. Добрая самопародия Disney с Эми Адамс и песнями. Смотрите онлайн на Кинопоиске.,7.028,10.0,86609.0,"['комедия', 'фэнтези', 'мюзикл', 'мелодрама', 'семейный', 'мультфильм']",True,Барри Джозефсон,Кевин Лима,['США'],103,2007
1344,Такси,Дуэт инспектора полиции и таксиста-лихача — против грабителей банков. Начало знаменитой франшизы Люка Бессона. Смотрите онлайн на Кинопоиске.,7.926,10.0,302754.0,"['боевик', 'комедия', 'криминал']",True,Люк Бессон,Жерар Пирес,['Франция'],86,1998
1345,Убийца,"Безлюдные пустоши, по которым проходит граница между Мексикой и США, — это территория без правил, поле битвы между мексиканскими наркокартелями и американскими спецслужбами. Агент ФБР Кейт Мэйсер, которая работает в приграничных районах, старается придерживаться собственных идеалов, хотя и начинает ощущать, что исход войны с наркотрафиком складывается не в пользу служителей закона. 

Однажды ей предоставляется шанс принять участие в работе элитного подразделения по борьбе с наркотиками, возглавляемого агентом Мэттом Грейвером. Самый загадочный участник команды — местный консультант, человек без имени, привычек, и, кажется, без прошлого. Его истинное лицо откроется только в ходе рискованной операции, во время которой Кейт будет вынуждена поступиться собственными принципами, чтобы остаться в живых.",7.168,10.0,118065.0,"['боевик', 'триллер', 'драма', 'криминал', 'детектив']",True,Бэзил Иваник,Дени Вильнёв,"['США', 'Мексика', 'Гонконг']",121,2015
1346,Дневная смена,"Долина Сан-Фернандо. С виду Бад Яблонски — обычный чистильщик бассейнов, но на самом деле он выслеживает и убивает вампиров, а также выдирает у них клыки, чтобы потом повыгоднее продать. Этим и живёт. Ещё Бад души не чает в 10-летней дочке, поэтому когда он узнаёт, что из-за нехватки денег бывшая жена собирается продать дом и увезти девочку к маме во Флориду, то решает быстро раздобыть необходимую сумму. А для этого Баду нужно срочно вернуться в профсоюз истребителей вампиров, из которого его выперли за многочисленные нарушения кодекса.",6.288,10.0,15494.0,"['ужасы', 'боевик', 'комедия']",,Питер Бакстер,Дж.Дж. Перри,['США'],113,2022
1347,Серена,Лесопромышленник сталкивается с темной стороной красавицы-жены. Масштабная драма о временах Великой депрессии. Смотрите онлайн на Кинопоиске.,6.196,10.0,41726.0,"['драма', 'мелодрама', 'история']",True,Сюзанна Бир,Сюзанна Бир,"['Чехия', 'Франция', 'США']",109,2014
1348,Я — начало,"Ученый пытается понять, правда ли, что глаза — зеркало души. Недооцененный сай-фай с привкусом любовной драмы. Смотрите онлайн на Кинопоиске.",7.612,10.0,160763.0,"['фантастика', 'драма', 'мелодрама', 'детектив']",True,Майк Кэхилл,Майк Кэхилл,['США'],108,2014
1349,Шрэк 2,Счастью новобрачных огров мешают Фея-крестная и ее сын. Номинация на «Оскар» и первое появление Кота в сапогах. Смотрите онлайн на Кинопоиске.,7.781,10.0,296104.0,"['мультфильм', 'фэнтези', 'мелодрама', 'комедия', 'приключения', 'семейный']",True,Дэвид Липман,Эндрю Адамсон,['США'],93,2004
1350,Судья,"Успешный адвокат приезжает в родной город на похороны матери и узнаёт, что его отца, городского судью, подозревают в убийстве. Мужчина решает задержаться, чтобы выяснить правду, и постепенно лучше узнаёт родственников, с которыми давно не общался.",7.863,10.0,230472.0,['драма'],False,Дэвид Добкин,Дэвид Добкин,['США'],142,2014
1351,Купе номер 6,"Финская студентка Лаура едет по России с грубым шахтером Лехой. Теплый роуд-муви, получивший Гран-при в Каннах. Смотрите онлайн на Кинопоиске.",6.826,10.0,90063.0,"['драма', 'мелодрама']",True,Юсси Рантамяки,Юхо Куосманен,"['Финляндия', 'Эстония', 'Россия', 'Германия']",103,2021
1352,Виновный,Оператор службы спасения Джо Бэйлор принимает звонок от женщины в смертельной опасности и пытается помочь ей любой ценой.,6.488,10.0,35248.0,"['триллер', 'криминал']",True,Джейк Джилленхол,Антуан Фукуа,['США'],90,2021
1353,Оно 2,"Проходит 27 лет после первой встречи ребят с демоническим Пеннивайзом. Они выросли, покинули родной городок и практически забыли о тех страшных событиях, но неожиданно в их взрослые проблемы вторгается телефонный звонок. Майк никогда не покидал Дерри и всё это время собирал информацию о жутком клоуне и ждал. Когда в городе начали происходить новые убийства, Майк просит старых друзей вновь собраться вместе и разобраться со злом города Дерри раз и навсегда.",6.527,10.0,220097.0,"['ужасы', 'фэнтези', 'драма']",False,Ричард Бренер,Андрес Мускетти,"['США', 'Канада']",169,2019
1354,Гром: Трудное детство,Юный Игорь Гром ищет варианты срочно заработать большую сумму и ввязывается в сомнительную авантюру на пару с другом Игнатом. Тем временем его отец вместе с будущим начальником петербургской полиции Фёдором Прокопенко охотится за боссом криминального мира по прозвищу Анубис.,,,,"['боевик', 'криминал', 'детектив', 'комедия']",True,,,['Россия'],80,2022
1355,Апокалипсис сегодня,"Во время Вьетнамской войны капитан Уиллард отправляется вверх по реке в Камбоджу со спецзаданием: найти и убить сумасшедшего полковника Курца, создавшего в отдалённом районе нечто вроде собственного культа. По пути капитан становится свидетелем безумия и ужасов войны.",8.136,10.0,115805.0,"['военный', 'драма', 'история', 'боевик']",False,Джон Эшли,Фрэнсис Форд Коппола,['США'],194,1979
1356,"Я люблю тебя, Филлип Моррис","Стивен Расселл — образцовый отец семейства — в результате дерзкой аферы оказывается в техасской тюрьме. Там он без памяти влюбляется в другого заключенного, Филлипа Морриса.",6.892,10.0,64390.0,"['драма', 'мелодрама', 'комедия', 'криминал', 'биография']",False,Эндрю Лазар,Гленн Фикарра,"['Франция', 'США']",102,2008
1357,Дьявол в деталях,"Октябрь 1990 года. Уже немолодого заместителя окружного шерифа Джо Дикона по прозвищу Дики отправляют с мелким поручением в Лос-Анджелес. Именно тут пять лет назад он был уважаемым детективом, но одно расследование испортило ему жизнь и подорвало здоровье. Дики знакомится с молодым амбициозным коллегой Джимом Бэкстером, который ведёт дело об убийствах, подозрительно напоминающих те самые — нераскрытые пятилетней давности. Дики решает задержаться в командировке, на этот раз довести дело до конца и вычислить маньяка любой ценой.",6.563,10.0,204687.0,"['детектив', 'криминал', 'триллер', 'драма']",False,Майк Дрэйк,Джон Ли Хэнкок,['США'],128,2020
1358,Честный развод,"Гена всю жизнь старался быть опорой семьи. Ради этого он даже отказался от бурной молодости и мечты стать звездой КВН. А когда спустя 25 лет жена назвала его скучным и предложила развестись, Гена решает наверстать упущенное — наполнить жизнь приключениями и поехать на фестиваль КВН в Сочи. А подталкивает его к этому путешествию новая знакомая — прекрасная девушка очень легкого поведения. Она уверена, что талантливый Гена с ее помощью очень быстро станет звездой юмора. Если ещё быстрее она не исчезнет вместе с приличной суммой с Гениной карты.",5.883,10.0,18765.0,['комедия'],True,,,['Россия'],98,2021
1359,После прочтения сжечь,"Оззи уволили с поста начальника Балканского направления ЦРУ. Пытаясь преодолеть кризис, он берется за мемуары, содержащие в том числе и секретную информацию. И надо же было такому случиться, что диск с этими данными был потерян в раздевалке спортивного клуба. Находка попадает в руки недалёкого тренера Чеда и его подруги Линды. Вместе они решают шантажировать бывшего агента, и начинается такая заварушка, в которой не сможет разобраться даже ЦРУ.",6.855,10.0,111027.0,"['драма', 'комедия', 'криминал', 'триллер']",True,Итан Коэн,Итан Коэн,"['США', 'Великобритания', 'Франция']",92,2008
1360,Все ненавидят Йохана,Угрюмый пироман мечтает покорить сердце соседки. Обаятельная норвежская трагикомедия по сценарию Эрленда Лу. Смотрите онлайн на Кинопоиске.,7.156,10.0,16952.0,['комедия'],True,Элизабет Квитхилл,Халлвар Витсё,['Норвегия'],89,2021
1361,Того,"Пёс Того в 1925 году помог предотвратить эпидемию дифтерии в городе Ном, Аляска. В упряжке с другими ездовыми собаками Того, несмотря на страшные погодные условия, смог доставить в город посылку с антитоксином, остановившим распространение болезни.",7.965,10.0,106677.0,"['драма', 'приключения', 'семейный', 'биография', 'история']",,Ким Зубик,Эриксон Кор,['США'],113,2019
1362,2001 год: Космическая одиссея,"Экипаж космического корабля «Дискавери» — капитаны Дэйв Боумэн, Фрэнк Пул и их бортовой компьютер HAL 9000 — должны исследовать район галактики и понять, почему инопланетяне следят за Землей. На этом пути их ждет множество неожиданных открытий.",7.926,10.0,101052.0,"['фантастика', 'приключения']",True,Стэнли Кубрик,Стэнли Кубрик,"['Великобритания', 'США']",149,1968
1363,Дом у озера,"Кейт Форстер после расставания с парнем решает переехать, чтобы начать всё с чистого листа, а заодно быть ближе к работе. Она оставляет в почтовом ящике письмо для следующего жильца, объяснив некоторые нюансы. Новым съёмщиком оказывается Алекс Уайлер — одинокий архитектор, отец которого и построил этот прекрасный дом. Он читает послание, но не может понять, почему описанное Кейт не совпадает с действительностью. Это побуждает Алекса написать ответ. 

Через несколько дней переписки герои понимают, что живут в разное время: он в 2004 году, она — в 2006. И лишь загадочный почтовый ящик служит им соединяющим мостиком.",7.841,10.0,195572.0,"['фэнтези', 'драма', 'мелодрама']",True,Брюс Берман,Алехандро Агрести,['США'],99,2006
1364,Великий уравнитель 2,"Бывший спецагент Роберт Маккол продолжает помогать хорошим, по его мнению, людям и наказывать плохих. ЦРУ считает его погибшим, и только старый друг и бывшая коллега Сьюзан знает его тайну и периодически заходит в гости. Когда на очередном задании в Брюсселе Сьюзан убивают, пытаясь замаскировать это под ограбление, Маккол решает разобраться и отомстить всем причастным.",6.866,10.0,156738.0,"['боевик', 'триллер', 'криминал']",False,Молли Аллен,Антуан Фукуа,['США'],121,2018
1365,Основатель,"Как создавали «Макдоналдс». Крепкий байопик о Рэе Кроке, превратившем маленький ресторан в мировую легенду. Смотрите онлайн на Кинопоиске.",7.537,10.0,205195.0,"['биография', 'драма']",True,Джереми Реннер,Джон Ли Хэнкок,"['США', 'Греция']",115,2016
1366,Воспоминания об убийстве,"В корейском городке ищут серийного убийцу. Триллер режиссера «Паразитов», основанный на реальных событиях. Смотрите онлайн на Кинопоиске.",7.695,10.0,83706.0,"['детектив', 'криминал', 'драма', 'триллер']",False,Чха Сын-джэ,Пон Джун-хо,['Корея Южная'],131,2003
1367,Фокус,"История об опытном мошеннике, который влюбляется в девушку, делающую первые шаги на поприще нелегального отъема средств у граждан. Отношения становятся для них проблемой, когда обнаруживается, что романтика мешает их нечестному бизнесу.",7.068,10.0,232606.0,"['драма', 'мелодрама', 'комедия', 'криминал']",False,Дениз Ди Нови,Гленн Фикарра,"['США', 'Аргентина']",104,2014
1368,Тролль,"История об опытном мошеннике, который влюбляется в девушку, делающую первые шаги на поприще нелегального отъема средств у граждан. Отношения становятся для них проблемой, когда обнаруживается, что романтика мешает их нечестному бизнесу.",,,,"['фэнтези', 'боевик', 'приключения']",,Эспен Хорн,Роар Утхауг,['Норвегия'],101,2022
1369,Чего хотят женщины,Самоуверенный ловелас начинает слышать мысли женщин. Мэл Гибсон в ромкоме от режиссера «Отпуска по обмену». Смотрите онлайн на Кинопоиске.,7.695,10.0,168491.0,"['мелодрама', 'комедия', 'фэнтези']",True,Сьюзан Картсонис,Нэнси Майерс,['США'],127,2000
1370,Kingsman: Золотое кольцо,Британские супершпионы знакомятся с коллегами из США. Продолжение безбашенного комедийного боевика. Смотрите онлайн на Кинопоиске.,6.948,10.0,263092.0,"['боевик', 'триллер', 'комедия', 'криминал', 'приключения']",False,Адам Болинг,Мэттью Вон,"['Великобритания', 'США']",141,2017
1371,Дилер,"Дилер задолжал мафии. Сильный дебют Николаса Виндинга Рефна, ставший началом трилогии о датских наркоторговцах. Смотрите онлайн на Кинопоиске.",7.036,10.0,28581.0,"['триллер', 'криминал', 'драма']",False,Хенрик Данструп,Николас Виндинг Рефн,['Дания'],110,1996
